DateTime,Rain,MaxTemp,MinTemp,AvgWind,AvgHumidity,AvgPressure
2009-01-01,0.0054761904761904800,0.2,0.22580645161290300,0.14814814814814800,0.8771929824561400,0.7608695652173910
2009-01-02,0.10666666666666700,0.17500000000000000,0.1935483870967740,0.18518518518518500,0.8596491228070180,0.6304347826086950
2009-01-03,0.0019047619047619000,0.2,0.25806451612903200,0.25925925925925900,0.9473684210526310,0.6304347826086950
2009-01-04,0.06928571428571430,0.2,0.25806451612903200,0.12962962962963000,0.9473684210526310,0.4782608695652190
2009-01-05,0.10285714285714300,0.2,0.25806451612903200,0.24074074074074100,1.0,0.5
2009-01-06,0.06452380952380950,0.2,0.25806451612903200,0.37037037037037000,0.9824561403508770,0.4782608695652190
2009-01-07,0.0054761904761904800,0.25,0.22580645161290300,0.16666666666666700,0.8421052631578950,0.6521739130434770
2009-01-08,0.07285714285714290,0.275,0.1935483870967740,0.18518518518518500,0.8421052631578950,0.695652173913043
2009-01-09,0.03,0.15000000000000000,0.16129032258064500,0.3888888888888890,0.7543859649122810,0.891304347826086
2009-01-10,0.0,0.2,0.16129032258064500,0.09259259259259260,0.736842105263158,0.7826086956521720
2009-01-11,0.02142857142857140,0.17500000000000000,0.22580645161290300,0.27777777777777800,0.7894736842105260,0.9130434782608670
2009-01-12,0.0,0.25,0.1935483870967740,0.27777777777777800,0.7192982456140350,0.9565217391304340
2009-01-13,0.0,0.30000000000000000,0.1935483870967740,0.1111111111111110,0.45614035087719300,0.8478260869565200
2009-01-14,0.021666666666666700,0.275,0.25806451612903200,0.16666666666666700,0.5789473684210530,0.7173913043478240
2009-01-15,0.0,0.45,0.3870967741935480,0.18518518518518500,0.6140350877192980,0.6521739130434770
2009-01-16,0.0,0.4,0.3870967741935480,0.1111111111111110,0.7017543859649120,0.5217391304347810
2009-01-17,0.028571428571428600,0.2,0.25806451612903200,0.24074074074074100,0.8245614035087720,0.6521739130434770
2009-01-18,0.0,0.25,0.1935483870967740,0.16666666666666700,0.7017543859649120,0.6739130434782620
2009-01-19,0.0011904761904761900,0.30000000000000000,0.25806451612903200,0.24074074074074100,0.7017543859649120,0.5217391304347810
2009-01-20,0.0,0.42500000000000000,0.3548387096774190,0.16666666666666700,0.7017543859649120,0.5434782608695660
2009-01-21,0.0,0.45,0.3870967741935480,0.14814814814814800,0.5614035087719300,0.586956521739129
2009-01-22,0.0,0.47500000000000000,0.4193548387096770,0.12962962962963000,0.5263157894736840,0.5217391304347810
2009-01-23,0.0,0.37500000000000000,0.4516129032258060,0.24074074074074100,0.5964912280701760,0.19565217391304300
2009-01-24,0.0,0.42500000000000000,0.4516129032258060,0.27777777777777800,0.6491228070175440,0.10869565217391400
2009-01-25,0.00738095238095238,0.42500000000000000,0.4516129032258060,0.25925925925925900,0.7894736842105260,0.10869565217391400
2009-01-26,0.024761904761904800,0.42500000000000000,0.4516129032258060,0.3888888888888890,0.7719298245614040,0.2391304347826090
2009-01-27,0.0,0.45,0.4516129032258060,0.24074074074074100,0.7192982456140350,0.43478260869565200
2009-01-28,0.0011904761904761900,0.37500000000000000,0.4193548387096770,0.18518518518518500,0.6666666666666670,0.32608695652173800
2009-01-29,0.005238095238095240,0.325,0.3548387096774190,0.05555555555555560,0.8421052631578950,0.32608695652173800
2009-01-30,0.039047619047619000,0.25,0.29032258064516100,0.18518518518518500,0.9298245614035090,0.4130434782608670
2009-01-31,0.020238095238095200,0.2,0.29032258064516100,0.27777777777777800,0.8596491228070180,0.4782608695652190
2009-02-01,0.0004761904761904760,0.25,0.25806451612903200,0.24074074074074100,0.807017543859649,0.586956521739129
2009-02-02,0.0,0.325,0.29032258064516100,0.14814814814814800,0.7894736842105260,0.6739130434782620
2009-02-03,0.0030952380952381000,0.4,0.3225806451612900,0.1111111111111110,0.7017543859649120,0.6304347826086950
2009-02-04,0.0007142857142857140,0.45,0.4193548387096770,0.2037037037037040,0.5087719298245610,0.43478260869565200
2009-02-05,0.0054761904761904800,0.5,0.4838709677419360,0.3333333333333330,0.6140350877192980,0.39130434782608600
2009-02-06,0.0021428571428571400,0.47500000000000000,0.4516129032258060,0.2037037037037040,0.6666666666666670,0.39130434782608600
2009-02-07,0.01976190476190480,0.47500000000000000,0.4838709677419360,0.24074074074074100,0.6842105263157890,0.32608695652173800
2009-02-08,0.2171428571428570,0.42500000000000000,0.5483870967741940,0.4259259259259260,0.7894736842105260,0.2173913043478240
2009-02-09,0.08023809523809520,0.4,0.4193548387096770,0.18518518518518500,0.8421052631578950,0.2173913043478240
2009-02-10,0.11642857142857100,0.25,0.29032258064516100,0.2222222222222220,0.9824561403508770,0.36956521739130500
2009-02-11,0.08976190476190480,0.37500000000000000,0.29032258064516100,0.2962962962962960,0.7543859649122810,0.304347826086957
2009-02-12,0.2811904761904760,0.35000000000000000,0.4193548387096770,0.3888888888888890,0.8421052631578950,0.19565217391304300
2009-02-13,0.06952380952380950,0.30000000000000000,0.3225806451612900,0.2037037037037040,0.9298245614035090,0.2608695652173910
2009-02-14,0.0,0.25,0.29032258064516100,0.3333333333333330,0.9649122807017540,0.2391304347826090
2009-02-15,0.10714285714285700,0.2,0.22580645161290300,0.3333333333333330,0.9649122807017540,0.39130434782608600
2009-02-16,0.06285714285714290,0.17500000000000000,0.22580645161290300,0.16666666666666700,0.8771929824561400,0.5434782608695660
2009-02-17,0.009761904761904760,0.22500000000000000,0.1935483870967740,0.09259259259259260,0.6842105263157890,0.586956521739129
2009-02-18,0.0007142857142857140,0.325,0.3225806451612900,0.16666666666666700,0.5789473684210530,0.5
2009-02-19,0.0,0.4,0.3548387096774190,0.2037037037037040,0.6491228070175440,0.32608695652173800
2009-02-20,0.0014285714285714300,0.30000000000000000,0.29032258064516100,0.2222222222222220,0.736842105263158,0.304347826086957
2009-02-21,0.10023809523809500,0.2,0.22580645161290300,0.4074074074074070,0.8771929824561400,0.5217391304347810
2009-02-22,0.03833333333333330,0.15000000000000000,0.22580645161290300,0.2962962962962960,0.894736842105263,0.5652173913043480
2009-02-23,0.03238095238095240,0.15000000000000000,0.22580645161290300,0.3148148148148150,0.894736842105263,0.4782608695652190
2009-02-24,0.025238095238095200,0.17500000000000000,0.25806451612903200,0.2222222222222220,0.9122807017543860,0.5217391304347810
2009-02-25,0.0,0.2,0.25806451612903200,0.3888888888888890,0.894736842105263,0.6304347826086950
2009-02-26,0.06666666666666670,0.17500000000000000,0.22580645161290300,0.5555555555555560,0.9298245614035090,0.5434782608695660
2009-02-27,0.08928571428571430,0.17500000000000000,0.1935483870967740,0.24074074074074100,0.9122807017543860,0.43478260869565200
2009-02-28,0.013809523809523800,0.22500000000000000,0.1935483870967740,0.07407407407407410,0.8771929824561400,0.5
2009-03-01,0.006190476190476190,0.275,0.1935483870967740,0.16666666666666700,0.7719298245614040,0.608695652173914
2009-03-02,0.054761904761904800,0.30000000000000000,0.3225806451612900,0.24074074074074100,0.807017543859649,0.5652173913043480
